,Date,Index Name,Value,Name
15,1989-04-01,FOOD AND NON-ALCOHOLIC BEVERAGES,51.1,CPIH
3858,1989-04-01,EDUCATION,13.2,CPIH
8982,1989-04-01,EDUCATION,13.2,CPI
6421,1989-05-01,"Housing, water, electricity, gas and other fuels",43.0,CPI
3859,1989-05-01,EDUCATION,13.3,CPIH
5994,1989-05-01,CLOTHING AND FOOTWEAR,207.1,CPI
1297,1989-05-01,"HOUSING, WATER AND FUELS",35.1,CPIH
4713,1989-05-01,MISCELLANEOUS GOODS AND SERVICES,49.5,CPIH
5567,1989-05-01,"ALCOHOLIC BEVERAGES,TOBACCO & NARCOTICS",28.7,CPI
5140,1989-05-01,FOOD AND NON-ALCOHOLIC BEVERAGES,51.3,CPI
4286,1989-05-01,"HOTELS, CAFES AND RESTAURANTS",35.6,CPIH
3005,1989-05-01,COMMUNICATION,98.5,CPIH
8556,1989-05-01,RECREATION & CULTURE,77.5,CPI
7702,1989-05-01,TRANSPORT,44.1,CPI
2578,1989-05-01,TRANSPORT,44.3,CPIH
443,1989-05-01,"ALCOHOLIC BEVERAGES,TOBACCO & NARCOTICS",28.8,CPIH
7275,1989-05-01,HEALTH,41.6,CPI
8983,1989-05-01,EDUCATION,13.3,CPI
16,1989-05-01,FOOD AND NON-ALCOHOLIC BEVERAGES,51.4,CPIH
9837,1989-05-01,MISCELLANEOUS GOODS AND SERVICES,50.0,CPI
3432,1989-05-01,RECREATION & CULTURE,77.9,CPIH
8129,1989-05-01,COMMUNICATION,97.6,CPI
2151,1989-05-01,HEALTH,41.9,CPIH
1724,1989-05-01,"FURN, HH EQUIP & ROUTINE REPAIR OF HOUSE",73.0,CPIH
6848,1989-05-01,"FURN, HH EQUIP & ROUTINE REPAIR OF HOUSE",72.3,CPI
9410,1989-05-01,"HOTELS, CAFES AND RESTAURANTS",35.6,CPI
870,1989-05-01,CLOTHING AND FOOTWEAR,207.7,CPIH
2579,1989-06-01,TRANSPORT,44.5,CPIH
8557,1989-06-01,RECREATION & CULTURE,77.6,CPI
1298,1989-06-01,"HOUSING, WATER AND FUELS",35.4,CPIH
4287,1989-06-01,"HOTELS, CAFES AND RESTAURANTS",35.7,CPIH
5568,1989-06-01,"ALCOHOLIC BEVERAGES,TOBACCO & NARCOTICS",28.8,CPI
9838,1989-06-01,MISCELLANEOUS GOODS AND SERVICES,50.0,CPI
1725,1989-06-01,"FURN, HH EQUIP & ROUTINE REPAIR OF HOUSE",73.1,CPIH
9411,1989-06-01,"HOTELS, CAFES AND RESTAURANTS",35.7,CPI
3006,1989-06-01,COMMUNICATION,98.5,CPIH
2152,1989-06-01,HEALTH,42.2,CPIH
7276,1989-06-01,HEALTH,41.9,CPI
8984,1989-06-01,EDUCATION,13.3,CPI
7703,1989-06-01,TRANSPORT,44.3,CPI
6849,1989-06-01,"FURN, HH EQUIP & ROUTINE REPAIR OF HOUSE",72.5,CPI
871,1989-06-01,CLOTHING AND FOOTWEAR,208.1,CPIH
17,1989-06-01,FOOD AND NON-ALCOHOLIC BEVERAGES,51.6,CPIH
8130,1989-06-01,COMMUNICATION,97.5,CPI
3433,1989-06-01,RECREATION & CULTURE,78.0,CPIH
4714,1989-06-01,MISCELLANEOUS GOODS AND SERVICES,49.5,CPIH
5141,1989-06-01,FOOD AND NON-ALCOHOLIC BEVERAGES,51.4,CPI
6422,1989-06-01,"Housing, water, electricity, gas and other fuels",43.2,CPI
3860,1989-06-01,EDUCATION,13.3,CPIH
444,1989-06-01,"ALCOHOLIC BEVERAGES,TOBACCO & NARCOTICS",28.8,CPIH
5995,1989-06-01,CLOTHING AND FOOTWEAR,207.5,CPI
9412,1989-07-01,"HOTELS, CAFES AND RESTAURANTS",35.9,CPI
872,1989-07-01,CLOTHING AND FOOTWEAR,204.1,CPIH
8131,1989-07-01,COMMUNICATION,97.5,CPI
6850,1989-07-01,"FURN, HH EQUIP & ROUTINE REPAIR OF HOUSE",72.4,CPI
4715,1989-07-01,MISCELLANEOUS GOODS AND SERVICES,49.7,CPIH
2580,1989-07-01,TRANSPORT,44.5,CPIH
7704,1989-07-01,TRANSPORT,44.3,CPI
18,1989-07-01,FOOD AND NON-ALCOHOLIC BEVERAGES,51.3,CPIH
2153,1989-07-01,HEALTH,42.3,CPIH
8558,1989-07-01,RECREATION & CULTURE,77.9,CPI
4288,1989-07-01,"HOTELS, CAFES AND RESTAURANTS",35.9,CPIH
7277,1989-07-01,HEALTH,42.0,CPI
3007,1989-07-01,COMMUNICATION,98.4,CPIH
1299,1989-07-01,"HOUSING, WATER AND FUELS",35.5,CPIH
9839,1989-07-01,MISCELLANEOUS GOODS AND SERVICES,50.2,CPI
5996,1989-07-01,CLOTHING AND FOOTWEAR,203.5,CPI
8985,1989-07-01,EDUCATION,13.3,CPI
3434,1989-07-01,RECREATION & CULTURE,78.3,CPIH
5142,1989-07-01,FOOD AND NON-ALCOHOLIC BEVERAGES,51.1,CPI
3861,1989-07-01,EDUCATION,13.3,CPIH
6423,1989-07-01,"Housing, water, electricity, gas and other fuels",43.3,CPI
1726,1989-07-01,"FURN, HH EQUIP & ROUTINE REPAIR OF HOUSE",73.0,CPIH
5569,1989-07-01,"ALCOHOLIC BEVERAGES,TOBACCO & NARCOTICS",28.8,CPI
445,1989-07-01,"ALCOHOLIC BEVERAGES,TOBACCO & NARCOTICS",28.8,CPIH
6424,1989-08-01,"Housing, water, electricity, gas and other fuels",43.5,CPI
3435,1989-08-01,RECREATION & CULTURE,78.4,CPIH
2154,1989-08-01,HEALTH,42.6,CPIH
6851,1989-08-01,"FURN, HH EQUIP & ROUTINE REPAIR OF HOUSE",72.7,CPI
3008,1989-08-01,COMMUNICATION,98.5,CPIH
2581,1989-08-01,TRANSPORT,44.2,CPIH
5143,1989-08-01,FOOD AND NON-ALCOHOLIC BEVERAGES,51.3,CPI
446,1989-08-01,"ALCOHOLIC BEVERAGES,TOBACCO & NARCOTICS",28.8,CPIH
9840,1989-08-01,MISCELLANEOUS GOODS AND SERVICES,50.3,CPI
7705,1989-08-01,TRANSPORT,44.0,CPI
873,1989-08-01,CLOTHING AND FOOTWEAR,204.1,CPIH
5997,1989-08-01,CLOTHING AND FOOTWEAR,203.5,CPI
3862,1989-08-01,EDUCATION,13.3,CPIH
19,1989-08-01,FOOD AND NON-ALCOHOLIC BEVERAGES,51.5,CPIH
8559,1989-08-01,RECREATION & CULTURE,78.0,CPI
5570,1989-08-01,"ALCOHOLIC BEVERAGES,TOBACCO & NARCOTICS",28.8,CPI
1727,1989-08-01,"FURN, HH EQUIP & ROUTINE REPAIR OF HOUSE",73.3,CPIH
4289,1989-08-01,"HOTELS, CAFES AND RESTAURANTS",36.2,CPIH
4716,1989-08-01,MISCELLANEOUS GOODS AND SERVICES,49.8,CPIH
8986,1989-08-01,EDUCATION,13.3,CPI
7278,1989-08-01,HEALTH,42.3,CPI
1300,1989-08-01,"HOUSING, WATER AND FUELS",35.6,CPIH
9413,1989-08-01,"HOTELS, CAFES AND RESTAURANTS",36.2,CPI
8132,1989-08-01,COMMUNICATION,97.5,CPI
1301,1989-09-01,"HOUSING, WATER AND FUELS",35.7,CPIH
5571,1989-09-01,"ALCOHOLIC BEVERAGES,TOBACCO & NARCOTICS",28.9,CPI
8560,1989-09-01,RECREATION & CULTURE,78.2,CPI
3009,1989-09-01,COMMUNICATION,100.4,CPIH
8987,1989-09-01,EDUCATION,13.9,CPI
1728,1989-09-01,"FURN, HH EQUIP & ROUTINE REPAIR OF HOUSE",73.6,CPIH
2582,1989-09-01,TRANSPORT,44.3,CPIH
9414,1989-09-01,"HOTELS, CAFES AND RESTAURANTS",36.5,CPI
3436,1989-09-01,RECREATION & CULTURE,78.6,CPIH
20,1989-09-01,FOOD AND NON-ALCOHOLIC BEVERAGES,51.8,CPIH
6425,1989-09-01,"Housing, water, electricity, gas and other fuels",43.8,CPI
3863,1989-09-01,EDUCATION,13.9,CPIH
2155,1989-09-01,HEALTH,42.6,CPIH
7279,1989-09-01,HEALTH,42.3,CPI
4717,1989-09-01,MISCELLANEOUS GOODS AND SERVICES,49.9,CPIH
9841,1989-09-01,MISCELLANEOUS GOODS AND SERVICES,50.4,CPI
7706,1989-09-01,TRANSPORT,44.2,CPI
874,1989-09-01,CLOTHING AND FOOTWEAR,208.3,CPIH
5144,1989-09-01,FOOD AND NON-ALCOHOLIC BEVERAGES,51.7,CPI
447,1989-09-01,"ALCOHOLIC BEVERAGES,TOBACCO & NARCOTICS",29.0,CPIH
4290,1989-09-01,"HOTELS, CAFES AND RESTAURANTS",36.5,CPIH
6852,1989-09-01,"FURN, HH EQUIP & ROUTINE REPAIR OF HOUSE",73.0,CPI
5998,1989-09-01,CLOTHING AND FOOTWEAR,207.7,CPI
8133,1989-09-01,COMMUNICATION,99.4,CPI
3437,1989-10-01,RECREATION & CULTURE,79.1,CPIH
4718,1989-10-01,MISCELLANEOUS GOODS AND SERVICES,50.2,CPIH
3864,1989-10-01,EDUCATION,13.9,CPIH
2583,1989-10-01,TRANSPORT,44.5,CPIH
875,1989-10-01,CLOTHING AND FOOTWEAR,210.8,CPIH
3010,1989-10-01,COMMUNICATION,101.8,CPIH
5145,1989-10-01,FOOD AND NON-ALCOHOLIC BEVERAGES,52.3,CPI
9415,1989-10-01,"HOTELS, CAFES AND RESTAURANTS",36.8,CPI
8561,1989-10-01,RECREATION & CULTURE,78.7,CPI
7707,1989-10-01,TRANSPORT,44.3,CPI
6853,1989-10-01,"FURN, HH EQUIP & ROUTINE REPAIR OF HOUSE",73.4,CPI
7280,1989-10-01,HEALTH,42.5,CPI
5999,1989-10-01,CLOTHING AND FOOTWEAR,210.2,CPI
21,1989-10-01,FOOD AND NON-ALCOHOLIC BEVERAGES,52.4,CPIH
8988,1989-10-01,EDUCATION,13.9,CPI
9842,1989-10-01,MISCELLANEOUS GOODS AND SERVICES,50.7,CPI
1729,1989-10-01,"FURN, HH EQUIP & ROUTINE REPAIR OF HOUSE",74.1,CPIH
6426,1989-10-01,"Housing, water, electricity, gas and other fuels",44.1,CPI
448,1989-10-01,"ALCOHOLIC BEVERAGES,TOBACCO & NARCOTICS",29.2,CPIH
2156,1989-10-01,HEALTH,42.8,CPIH
1302,1989-10-01,"HOUSING, WATER AND FUELS",35.9,CPIH
4291,1989-10-01,"HOTELS, CAFES AND RESTAURANTS",36.8,CPIH
8134,1989-10-01,COMMUNICATION,100.9,CPI
5572,1989-10-01,"ALCOHOLIC BEVERAGES,TOBACCO & NARCOTICS",29.2,CPI
7281,1989-11-01,HEALTH,42.6,CPI
3438,1989-11-01,RECREATION & CULTURE,79.7,CPIH
22,1989-11-01,FOOD AND NON-ALCOHOLIC BEVERAGES,52.9,CPIH
5146,1989-11-01,FOOD AND NON-ALCOHOLIC BEVERAGES,52.8,CPI
6427,1989-11-01,"Housing, water, electricity, gas and other fuels",44.3,CPI
3865,1989-11-01,EDUCATION,14.0,CPIH
1303,1989-11-01,"HOUSING, WATER AND FUELS",36.0,CPIH
4719,1989-11-01,MISCELLANEOUS GOODS AND SERVICES,50.5,CPIH
8989,1989-11-01,EDUCATION,14.0,CPI
6854,1989-11-01,"FURN, HH EQUIP & ROUTINE REPAIR OF HOUSE",73.7,CPI
9416,1989-11-01,"HOTELS, CAFES AND RESTAURANTS",36.9,CPI
6000,1989-11-01,CLOTHING AND FOOTWEAR,211.5,CPI
876,1989-11-01,CLOTHING AND FOOTWEAR,212.1,CPIH
8135,1989-11-01,COMMUNICATION,101.6,CPI
7708,1989-11-01,TRANSPORT,44.1,CPI
2157,1989-11-01,HEALTH,42.9,CPIH
449,1989-11-01,"ALCOHOLIC BEVERAGES,TOBACCO & NARCOTICS",29.2,CPIH
3011,1989-11-01,COMMUNICATION,102.6,CPIH
5573,1989-11-01,"ALCOHOLIC BEVERAGES,TOBACCO & NARCOTICS",29.2,CPI
9843,1989-11-01,MISCELLANEOUS GOODS AND SERVICES,51.0,CPI
2584,1989-11-01,TRANSPORT,44.3,CPIH
1730,1989-11-01,"FURN, HH EQUIP & ROUTINE REPAIR OF HOUSE",74.3,CPIH
8562,1989-11-01,RECREATION & CULTURE,79.3,CPI
4292,1989-11-01,"HOTELS, CAFES AND RESTAURANTS",36.9,CPIH
8990,1989-12-01,EDUCATION,14.1,CPI
5147,1989-12-01,FOOD AND NON-ALCOHOLIC BEVERAGES,53.2,CPI
9844,1989-12-01,MISCELLANEOUS GOODS AND SERVICES,51.2,CPI
7709,1989-12-01,TRANSPORT,43.8,CPI
3866,1989-12-01,EDUCATION,14.1,CPIH
9417,1989-12-01,"HOTELS, CAFES AND RESTAURANTS",37.1,CPI
877,1989-12-01,CLOTHING AND FOOTWEAR,212.0,CPIH
4720,1989-12-01,MISCELLANEOUS GOODS AND SERVICES,50.7,CPIH
6428,1989-12-01,"Housing, water, electricity, gas and other fuels",44.4,CPI
1304,1989-12-01,"HOUSING, WATER AND FUELS",36.1,CPIH
6855,1989-12-01,"FURN, HH EQUIP & ROUTINE REPAIR OF HOUSE",73.8,CPI
450,1989-12-01,"ALCOHOLIC BEVERAGES,TOBACCO & NARCOTICS",29.1,CPIH
6001,1989-12-01,CLOTHING AND FOOTWEAR,211.4,CPI
2585,1989-12-01,TRANSPORT,43.9,CPIH
8563,1989-12-01,RECREATION & CULTURE,79.4,CPI
2158,1989-12-01,HEALTH,42.9,CPIH
23,1989-12-01,FOOD AND NON-ALCOHOLIC BEVERAGES,53.4,CPIH
3439,1989-12-01,RECREATION & CULTURE,79.8,CPIH
3012,1989-12-01,COMMUNICATION,102.7,CPIH
7282,1989-12-01,HEALTH,42.6,CPI
8136,1989-12-01,COMMUNICATION,101.8,CPI
1731,1989-12-01,"FURN, HH EQUIP & ROUTINE REPAIR OF HOUSE",74.5,CPIH
5574,1989-12-01,"ALCOHOLIC BEVERAGES,TOBACCO & NARCOTICS",29.1,CPI
4293,1989-12-01,"HOTELS, CAFES AND RESTAURANTS",37.1,CPIH
8564,1990-01-01,RECREATION & CULTURE,79.7,CPI
1732,1990-01-01,"FURN, HH EQUIP & ROUTINE REPAIR OF HOUSE",74.3,CPIH
5575,1990-01-01,"ALCOHOLIC BEVERAGES,TOBACCO & NARCOTICS",29.3,CPI
451,1990-01-01,"ALCOHOLIC BEVERAGES,TOBACCO & NARCOTICS",29.3,CPIH
4294,1990-01-01,"HOTELS, CAFES AND RESTAURANTS",37.3,CPIH
878,1990-01-01,CLOTHING AND FOOTWEAR,207.4,CPIH
8137,1990-01-01,COMMUNICATION,101.9,CPI
8991,1990-01-01,EDUCATION,14.2,CPI
4721,1990-01-01,MISCELLANEOUS GOODS AND SERVICES,50.9,CPIH
6002,1990-01-01,CLOTHING AND FOOTWEAR,206.8,CPI
2159,1990-01-01,HEALTH,44.0,CPIH
6429,1990-01-01,"Housing, water, electricity, gas and other fuels",44.7,CPI
3440,1990-01-01,RECREATION & CULTURE,80.1,CPIH
24,1990-01-01,FOOD AND NON-ALCOHOLIC BEVERAGES,54.1,CPIH
6856,1990-01-01,"FURN, HH EQUIP & ROUTINE REPAIR OF HOUSE",73.7,CPI
7283,1990-01-01,HEALTH,43.7,CPI
5148,1990-01-01,FOOD AND NON-ALCOHOLIC BEVERAGES,54.0,CPI
9845,1990-01-01,MISCELLANEOUS GOODS AND SERVICES,51.5,CPI
3867,1990-01-01,EDUCATION,14.2,CPIH
2586,1990-01-01,TRANSPORT,44.2,CPIH
7710,1990-01-01,TRANSPORT,44.1,CPI
9418,1990-01-01,"HOTELS, CAFES AND RESTAURANTS",37.3,CPI
3013,1990-01-01,COMMUNICATION,102.8,CPIH
1305,1990-01-01,"HOUSING, WATER AND FUELS",36.3,CPIH
6003,1990-02-01,CLOTHING AND FOOTWEAR,209.1,CPI
6857,1990-02-01,"FURN, HH EQUIP & ROUTINE REPAIR OF HOUSE",74.2,CPI
452,1990-02-01,"ALCOHOLIC BEVERAGES,TOBACCO & NARCOTICS",29.5,CPIH
6430,1990-02-01,"Housing, water, electricity, gas and other fuels",45.1,CPI
2160,1990-02-01,HEALTH,44.1,CPIH
1733,1990-02-01,"FURN, HH EQUIP & ROUTINE REPAIR OF HOUSE",74.8,CPIH
8138,1990-02-01,COMMUNICATION,102.1,CPI
4295,1990-02-01,"HOTELS, CAFES AND RESTAURANTS",37.5,CPIH
9846,1990-02-01,MISCELLANEOUS GOODS AND SERVICES,51.8,CPI
5576,1990-02-01,"ALCOHOLIC BEVERAGES,TOBACCO & NARCOTICS",29.4,CPI
1306,1990-02-01,"HOUSING, WATER AND FUELS",36.3,CPIH
3014,1990-02-01,COMMUNICATION,103.0,CPIH
879,1990-02-01,CLOTHING AND FOOTWEAR,209.8,CPIH
9419,1990-02-01,"HOTELS, CAFES AND RESTAURANTS",37.5,CPI
8992,1990-02-01,EDUCATION,14.3,CPI
4722,1990-02-01,MISCELLANEOUS GOODS AND SERVICES,51.2,CPIH
5149,1990-02-01,FOOD AND NON-ALCOHOLIC BEVERAGES,54.4,CPI
8565,1990-02-01,RECREATION & CULTURE,80.0,CPI
7284,1990-02-01,HEALTH,43.7,CPI
3441,1990-02-01,RECREATION & CULTURE,80.4,CPIH
2587,1990-02-01,TRANSPORT,44.6,CPIH
3868,1990-02-01,EDUCATION,14.3,CPIH
7711,1990-02-01,TRANSPORT,44.4,CPI
25,1990-02-01,FOOD AND NON-ALCOHOLIC BEVERAGES,54.6,CPIH
9420,1990-03-01,"HOTELS, CAFES AND RESTAURANTS",37.6,CPI
5577,1990-03-01,"ALCOHOLIC BEVERAGES,TOBACCO & NARCOTICS",29.5,CPI
9847,1990-03-01,MISCELLANEOUS GOODS AND SERVICES,52.1,CPI
4296,1990-03-01,"HOTELS, CAFES AND RESTAURANTS",37.6,CPIH
6431,1990-03-01,"Housing, water, electricity, gas and other fuels",45.2,CPI
7712,1990-03-01,TRANSPORT,44.7,CPI
1734,1990-03-01,"FURN, HH EQUIP & ROUTINE REPAIR OF HOUSE",75.5,CPIH
3869,1990-03-01,EDUCATION,14.3,CPIH
4723,1990-03-01,MISCELLANEOUS GOODS AND SERVICES,51.5,CPIH
3015,1990-03-01,COMMUNICATION,103.0,CPIH
5150,1990-03-01,FOOD AND NON-ALCOHOLIC BEVERAGES,54.7,CPI
2161,1990-03-01,HEALTH,44.6,CPIH
7285,1990-03-01,HEALTH,44.2,CPI
2588,1990-03-01,TRANSPORT,44.9,CPIH
1307,1990-03-01,"HOUSING, WATER AND FUELS",36.4,CPIH
6004,1990-03-01,CLOTHING AND FOOTWEAR,210.5,CPI
8139,1990-03-01,COMMUNICATION,102.0,CPI
453,1990-03-01,"ALCOHOLIC BEVERAGES,TOBACCO & NARCOTICS",29.6,CPIH
6858,1990-03-01,"FURN, HH EQUIP & ROUTINE REPAIR OF HOUSE",74.9,CPI
880,1990-03-01,CLOTHING AND FOOTWEAR,211.2,CPIH
3442,1990-03-01,RECREATION & CULTURE,80.6,CPIH
8566,1990-03-01,RECREATION & CULTURE,80.2,CPI
8993,1990-03-01,EDUCATION,14.3,CPI
26,1990-03-01,FOOD AND NON-ALCOHOLIC BEVERAGES,54.9,CPIH
5578,1990-04-01,"ALCOHOLIC BEVERAGES,TOBACCO & NARCOTICS",30.5,CPI
881,1990-04-01,CLOTHING AND FOOTWEAR,214.4,CPIH
1735,1990-04-01,"FURN, HH EQUIP & ROUTINE REPAIR OF HOUSE",75.9,CPIH
3443,1990-04-01,RECREATION & CULTURE,81.6,CPIH
5151,1990-04-01,FOOD AND NON-ALCOHOLIC BEVERAGES,55.2,CPI
6005,1990-04-01,CLOTHING AND FOOTWEAR,213.8,CPI
9848,1990-04-01,MISCELLANEOUS GOODS AND SERVICES,52.2,CPI
3870,1990-04-01,EDUCATION,14.3,CPIH
4297,1990-04-01,"HOTELS, CAFES AND RESTAURANTS",38.5,CPIH
2589,1990-04-01,TRANSPORT,45.9,CPIH
2162,1990-04-01,HEALTH,44.9,CPIH
6859,1990-04-01,"FURN, HH EQUIP & ROUTINE REPAIR OF HOUSE",75.2,CPI
4724,1990-04-01,MISCELLANEOUS GOODS AND SERVICES,51.6,CPIH
7286,1990-04-01,HEALTH,44.6,CPI
3016,1990-04-01,COMMUNICATION,102.9,CPIH
7713,1990-04-01,TRANSPORT,45.7,CPI
1308,1990-04-01,"HOUSING, WATER AND FUELS",37.8,CPIH
8140,1990-04-01,COMMUNICATION,102.0,CPI
6432,1990-04-01,"Housing, water, electricity, gas and other fuels",47.3,CPI
8994,1990-04-01,EDUCATION,14.3,CPI
8567,1990-04-01,RECREATION & CULTURE,81.1,CPI
9421,1990-04-01,"HOTELS, CAFES AND RESTAURANTS",38.5,CPI
27,1990-04-01,FOOD AND NON-ALCOHOLIC BEVERAGES,55.4,CPIH
454,1990-04-01,"ALCOHOLIC BEVERAGES,TOBACCO & NARCOTICS",30.5,CPIH
1736,1990-05-01,"FURN, HH EQUIP & ROUTINE REPAIR OF HOUSE",76.4,CPIH
3017,1990-05-01,COMMUNICATION,103.2,CPIH
4298,1990-05-01,"HOTELS, CAFES AND RESTAURANTS",39.0,CPIH
882,1990-05-01,CLOTHING AND FOOTWEAR,215.4,CPIH
7714,1990-05-01,TRANSPORT,46.0,CPI
3871,1990-05-01,EDUCATION,14.4,CPIH
2163,1990-05-01,HEALTH,45.1,CPIH
4725,1990-05-01,MISCELLANEOUS GOODS AND SERVICES,51.9,CPIH
8141,1990-05-01,COMMUNICATION,102.2,CPI
8568,1990-05-01,RECREATION & CULTURE,81.6,CPI
2590,1990-05-01,TRANSPORT,46.2,CPIH
6860,1990-05-01,"FURN, HH EQUIP & ROUTINE REPAIR OF HOUSE",75.8,CPI
28,1990-05-01,FOOD AND NON-ALCOHOLIC BEVERAGES,56.1,CPIH
5579,1990-05-01,"ALCOHOLIC BEVERAGES,TOBACCO & NARCOTICS",31.2,CPI
7287,1990-05-01,HEALTH,44.8,CPI
8995,1990-05-01,EDUCATION,14.4,CPI
9849,1990-05-01,MISCELLANEOUS GOODS AND SERVICES,52.5,CPI
6006,1990-05-01,CLOTHING AND FOOTWEAR,214.8,CPI
5152,1990-05-01,FOOD AND NON-ALCOHOLIC BEVERAGES,55.9,CPI
1309,1990-05-01,"HOUSING, WATER AND FUELS",38.3,CPIH
6433,1990-05-01,"Housing, water, electricity, gas and other fuels",48.0,CPI
455,1990-05-01,"ALCOHOLIC BEVERAGES,TOBACCO & NARCOTICS",31.2,CPIH
3444,1990-05-01,RECREATION & CULTURE,82.0,CPIH
9422,1990-05-01,"HOTELS, CAFES AND RESTAURANTS",39.0,CPI
4299,1990-06-01,"HOTELS, CAFES AND RESTAURANTS",39.2,CPIH
2591,1990-06-01,TRANSPORT,46.4,CPIH
8569,1990-06-01,RECREATION & CULTURE,81.7,CPI
8142,1990-06-01,COMMUNICATION,102.3,CPI
4726,1990-06-01,MISCELLANEOUS GOODS AND SERVICES,52.1,CPIH
9423,1990-06-01,"HOTELS, CAFES AND RESTAURANTS",39.2,CPI
456,1990-06-01,"ALCOHOLIC BEVERAGES,TOBACCO & NARCOTICS",31.3,CPIH
3872,1990-06-01,EDUCATION,14.5,CPIH
6861,1990-06-01,"FURN, HH EQUIP & ROUTINE REPAIR OF HOUSE",76.0,CPI
1310,1990-06-01,"HOUSING, WATER AND FUELS",38.6,CPIH
7715,1990-06-01,TRANSPORT,46.3,CPI
1737,1990-06-01,"FURN, HH EQUIP & ROUTINE REPAIR OF HOUSE",76.6,CPIH
8996,1990-06-01,EDUCATION,14.5,CPI
5153,1990-06-01,FOOD AND NON-ALCOHOLIC BEVERAGES,55.9,CPI
29,1990-06-01,FOOD AND NON-ALCOHOLIC BEVERAGES,56.0,CPIH
2164,1990-06-01,HEALTH,45.3,CPIH
3018,1990-06-01,COMMUNICATION,103.3,CPIH
6007,1990-06-01,CLOTHING AND FOOTWEAR,214.5,CPI
7288,1990-06-01,HEALTH,45.0,CPI
5580,1990-06-01,"ALCOHOLIC BEVERAGES,TOBACCO & NARCOTICS",31.3,CPI
3445,1990-06-01,RECREATION & CULTURE,82.1,CPIH
883,1990-06-01,CLOTHING AND FOOTWEAR,215.2,CPIH
9850,1990-06-01,MISCELLANEOUS GOODS AND SERVICES,52.7,CPI
6434,1990-06-01,"Housing, water, electricity, gas and other fuels",48.2,CPI
5581,1990-07-01,"ALCOHOLIC BEVERAGES,TOBACCO & NARCOTICS",31.5,CPI
8143,1990-07-01,COMMUNICATION,102.3,CPI
9851,1990-07-01,MISCELLANEOUS GOODS AND SERVICES,52.9,CPI
884,1990-07-01,CLOTHING AND FOOTWEAR,209.3,CPIH
1738,1990-07-01,"FURN, HH EQUIP & ROUTINE REPAIR OF HOUSE",75.7,CPIH
4727,1990-07-01,MISCELLANEOUS GOODS AND SERVICES,52.3,CPIH
1311,1990-07-01,"HOUSING, WATER AND FUELS",38.9,CPIH
6008,1990-07-01,CLOTHING AND FOOTWEAR,208.7,CPI
3873,1990-07-01,EDUCATION,14.5,CPIH
2165,1990-07-01,HEALTH,45.8,CPIH
7289,1990-07-01,HEALTH,45.4,CPI
30,1990-07-01,FOOD AND NON-ALCOHOLIC BEVERAGES,55.4,CPIH
457,1990-07-01,"ALCOHOLIC BEVERAGES,TOBACCO & NARCOTICS",31.5,CPIH
7716,1990-07-01,TRANSPORT,46.4,CPI
6862,1990-07-01,"FURN, HH EQUIP & ROUTINE REPAIR OF HOUSE",75.1,CPI
9424,1990-07-01,"HOTELS, CAFES AND RESTAURANTS",39.6,CPI
2592,1990-07-01,TRANSPORT,46.6,CPIH
3446,1990-07-01,RECREATION & CULTURE,82.1,CPIH
6435,1990-07-01,"Housing, water, electricity, gas and other fuels",48.5,CPI
8570,1990-07-01,RECREATION & CULTURE,81.7,CPI
8997,1990-07-01,EDUCATION,14.5,CPI
5154,1990-07-01,FOOD AND NON-ALCOHOLIC BEVERAGES,55.2,CPI
3019,1990-07-01,COMMUNICATION,103.3,CPIH
4300,1990-07-01,"HOTELS, CAFES AND RESTAURANTS",39.6,CPIH
7290,1990-08-01,HEALTH,45.7,CPI
3874,1990-08-01,EDUCATION,14.6,CPIH
7717,1990-08-01,TRANSPORT,47.5,CPI
3447,1990-08-01,RECREATION & CULTURE,82.4,CPIH
885,1990-08-01,CLOTHING AND FOOTWEAR,211.5,CPIH
8998,1990-08-01,EDUCATION,14.6,CPI
5155,1990-08-01,FOOD AND NON-ALCOHOLIC BEVERAGES,55.8,CPI
31,1990-08-01,FOOD AND NON-ALCOHOLIC BEVERAGES,56.0,CPIH
2166,1990-08-01,HEALTH,46.0,CPIH
6863,1990-08-01,"FURN, HH EQUIP & ROUTINE REPAIR OF HOUSE",76.0,CPI
9425,1990-08-01,"HOTELS, CAFES AND RESTAURANTS",39.9,CPI
8571,1990-08-01,RECREATION & CULTURE,82.0,CPI
458,1990-08-01,"ALCOHOLIC BEVERAGES,TOBACCO & NARCOTICS",31.5,CPIH
8144,1990-08-01,COMMUNICATION,102.3,CPI
9852,1990-08-01,MISCELLANEOUS GOODS AND SERVICES,53.2,CPI
2593,1990-08-01,TRANSPORT,47.7,CPIH
6436,1990-08-01,"Housing, water, electricity, gas and other fuels",48.8,CPI
1312,1990-08-01,"HOUSING, WATER AND FUELS",39.3,CPIH
4301,1990-08-01,"HOTELS, CAFES AND RESTAURANTS",39.9,CPIH
3020,1990-08-01,COMMUNICATION,103.3,CPIH
4728,1990-08-01,MISCELLANEOUS GOODS AND SERVICES,52.7,CPIH
1739,1990-08-01,"FURN, HH EQUIP & ROUTINE REPAIR OF HOUSE",76.6,CPIH
5582,1990-08-01,"ALCOHOLIC BEVERAGES,TOBACCO & NARCOTICS",31.4,CPI
6009,1990-08-01,CLOTHING AND FOOTWEAR,210.9,CPI
6010,1990-09-01,CLOTHING AND FOOTWEAR,215.6,CPI
